"created_at","pk2","score","sk","sk2","quantile","pk","type"
"2022-03-09T21:34:27","#score#A#admin@stryde.com",5.940049171447754,"M#Loyal  Stricklin#1646676464867#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:29","#score#A#admin@stryde.com",18.683902740478516,"M#Loyal  Stricklin#1646676465229#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:19","#score#A#admin@stryde.com",5.0765061378479,"M#Loyal  Stricklin#1646676467639#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:47","#score#A#admin@stryde.com",22.566530227661133,"M#Loyal  Stricklin#1646676469635#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:34","#score#A#admin@stryde.com",16.31670379638672,"M#Loyal  Stricklin#1646676472609#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:40","#score#A#admin@stryde.com",6.037477493286133,"M#Loyal  Stricklin#1646676474733#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:54","#score#A#admin@stryde.com",11.91579532623291,"M#Loyal  Stricklin#1646676475577#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:46","#score#A#admin@stryde.com",15.124547958374023,"M#Loyal  Stricklin#1646676479169#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:38","#score#A#admin@stryde.com",23.228012084960938,"M#Loyal  Stricklin#1646676480387#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:46","#score#A#admin@stryde.com",30.132951736450195,"M#Loyal  Stricklin#1646676483811#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:18","#score#A#admin@stryde.com",19.1645565032959,"M#Loyal  Stricklin#1646676485370#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:39","#score#A#admin@stryde.com",8.528250694274902,"M#Loyal  Stricklin#1646676486788#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:07","#score#A#admin@stryde.com",11.5433988571167,"M#Loyal  Stricklin#1646676487661#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:35","#score#A#admin@stryde.com",9.263313293457031,"M#Loyal  Stricklin#1646676494356#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:16","#score#A#admin@stryde.com",40.52273178100586,"M#Loyal  Stricklin#1646676495248#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:33","#score#A#admin@stryde.com",14.157444953918457,"M#Loyal  Stricklin#1646676496130#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:40","#score#A#admin@stryde.com",21.00285530090332,"M#Loyal  Stricklin#1646676497288#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:41","#score#A#admin@stryde.com",19.15380096435547,"M#Loyal  Stricklin#1646676505167#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:31","#score#A#admin@stryde.com",18.16476821899414,"M#Loyal  Stricklin#1646676506679#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:16","#score#A#admin@stryde.com",24.164505004882812,"M#Loyal  Stricklin#1646676507750#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:00","#score#A#admin@stryde.com",12.095216751098633,"M#Loyal  Stricklin#1646676507960#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:27","#score#A#admin@stryde.com",17.34845542907715,"M#Loyal  Stricklin#1646676509065#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:52","#score#A#admin@stryde.com",16.362346649169922,"M#Loyal  Stricklin#1646676509755#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:54","#score#A#admin@stryde.com",9.322420120239258,"M#Loyal  Stricklin#1646676517831#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:13","#score#A#admin@stryde.com",55.95890426635742,"M#Loyal  Stricklin#1646676519010#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:36","#score#A#admin@stryde.com",11.68244457244873,"M#Loyal  Stricklin#1646676519146#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:10","#score#A#admin@stryde.com",11.647285461425781,"M#Loyal  Stricklin#1646677857009#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:35","#score#A#admin@stryde.com",33.85502243041992,"M#Loyal  Stricklin#1646677858316#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:57","#score#A#admin@stryde.com",29.50861167907715,"M#Loyal  Stricklin#1646677858505#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:47","#score#A#admin@stryde.com",32.2676887512207,"M#Loyal  Stricklin#1646677859161#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:13","#score#A#admin@stryde.com",83.34720611572266,"M#Loyal  Stricklin#1646677859219#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:29","#score#A#admin@stryde.com",34.99552536010742,"M#Loyal  Stricklin#1646677859288#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:28","#score#A#admin@stryde.com",29.095478057861328,"M#Loyal  Stricklin#1646677859315#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:32","#score#A#admin@stryde.com",43.83338165283203,"M#Loyal  Stricklin#1646677862464#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:34","#score#A#admin@stryde.com",4.638638019561768,"M#Loyal  Stricklin#1646682196917#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:38","#score#A#admin@stryde.com",6.662569522857666,"M#Loyal  Stricklin#1646682198661#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:43","#score#A#admin@stryde.com",34.14971160888672,"M#Loyal  Stricklin#1646682198720#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:13","#score#A#admin@stryde.com",44.41359329223633,"M#Loyal  Stricklin#1646682199714#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:01","#score#A#admin@stryde.com",29.277013778686523,"M#Loyal  Stricklin#1646682199973#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:29","#score#A#admin@stryde.com",39.425113677978516,"M#Loyal  Stricklin#1646682200023#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:57","#score#A#admin@stryde.com",27.724483489990234,"M#Loyal  Stricklin#1646682201028#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:01","#score#A#admin@stryde.com",21.019437789916992,"M#Loyal  Stricklin#1646682201052#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:49","#score#A#admin@stryde.com",28.15412139892578,"M#Loyal  Stricklin#1646682201994#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:24","#score#A#admin@stryde.com",61.350860595703125,"M#Loyal  Stricklin#1646682202003#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:30","#score#A#admin@stryde.com",26.322044372558594,"M#Loyal  Stricklin#1646682202009#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:50","#score#A#admin@stryde.com",28.123451232910156,"M#Loyal  Stricklin#1646682202186#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:04","#score#A#admin@stryde.com",26.06231117248535,"M#Loyal  Stricklin#1646682202974#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:44","#score#A#admin@stryde.com",36.01708221435547,"M#Loyal  Stricklin#1646682202975#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:21","#score#A#admin@stryde.com",40.741859436035156,"M#Loyal  Stricklin#1646682202978#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:49","#score#A#admin@stryde.com",23.26157569885254,"M#Loyal  Stricklin#1646682203034#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:21","#score#A#admin@stryde.com",17.648061752319336,"M#Loyal  Stricklin#1646682204231#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:32","#score#A#admin@stryde.com",32.090179443359375,"M#Loyal  Stricklin#1646682204249#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:22","#score#A#admin@stryde.com",18.66722869873047,"M#Loyal  Stricklin#1646682204250#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:37","#score#A#admin@stryde.com",0.3450321555137634,"M#Loyal  Stricklin#1646682204268#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:35","#score#A#admin@stryde.com",33.29560852050781,"M#Loyal  Stricklin#1646682205180#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:44","#score#A#admin@stryde.com",5.813652038574219,"M#Loyal  Stricklin#1646682206303#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:24","#score#A#admin@stryde.com",19.862443923950195,"M#Loyal  Stricklin#1646682206311#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:19","#score#A#admin@stryde.com",23.9269962310791,"M#Loyal  Stricklin#1646682206320#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:56","#score#A#admin@stryde.com",19.6009464263916,"M#Loyal  Stricklin#1646861492451#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:33","#score#A#admin@stryde.com",15.941289901733398,"M#Loyal  Stricklin#1646861493078#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:00","#score#A#admin@stryde.com",8.389965057373047,"M#Loyal  Stricklin#1646861494406#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:46","#score#A#admin@stryde.com",14.787699699401855,"M#Loyal  Stricklin#1646861494543#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:57","#score#A#admin@stryde.com",13.547494888305664,"M#Loyal  Stricklin#1646861494707#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:39","#score#A#admin@stryde.com",15.505705833435059,"M#Loyal  Stricklin#1646861494727#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:01","#score#A#admin@stryde.com",2.486208438873291,"M#Loyal  Stricklin#1646861494790#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:57","#score#A#admin@stryde.com",11.569618225097656,"M#Loyal  Stricklin#1646861580532#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:43","#score#A#admin@stryde.com",-0.420631468296051,"M#Loyal  Stricklin#1646861581702#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:00","#score#A#admin@stryde.com",32.03948211669922,"M#Loyal  Stricklin#1646861582316#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:37","#score#A#admin@stryde.com",18.855504989624023,"M#Loyal  Stricklin#1646861582447#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:10","#score#A#admin@stryde.com",29.61863136291504,"M#Loyal  Stricklin#1646861583355#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:04","#score#A#admin@stryde.com",39.385074615478516,"M#Loyal  Stricklin#1646861583466#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:35:02","#score#A#admin@stryde.com",18.994447708129883,"M#Loyal  Stricklin#1646861584526#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
"2022-03-09T21:34:59","#score#A#admin@stryde.com",26.252426147460938,"M#Loyal  Stricklin#1646861584608#Loyal  Stricklin","M#Loyal  Stricklin","RED","#score#A#admin@stryde.com","score"
